rating,num_reviews,name,tags,directions,ingredients
,,Bellini Martini,,"Pour vodka, peach schnapps and peach nectar into a shaker with ice. Shake and strain into a chilled martini glass. Top with champagne.","[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Peach Schnapps', 'oz.'), (u'3/4', u'Peach Nectar', 'oz.'), (None, u'  Champagne', None)]"
,,Belmont Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Gin', 'oz.'), (u'3/4', u'Cream / Half & Half', 'oz.'), (u'1/2', u'Raspberry Liqueur', 'oz.')]"
,,Belle Of Ellis Island,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Brandy', 'oz.'), (None, u'Splash of  Triple Sec', None), (u'1', u'Sugar', 'tsp.'), (None, u'2 Dashes of  Orange Bitters', None)]"
,,Belles Of St. Mary's,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1', u'Apricot Brandy', 'oz.'), (u'1', u'Triple Sec', 'oz.'), (u'1/4', u'Lemon Juice', 'oz.')]"
,,Beer Buster,,Pour vodka into a beer mug. Fill it with beer. Add Tabasco and stir.,"[(u'1 1/2', u'Vodka (100-Proof)', 'oz.'), (None, u'  Beer', None), (None, u'2 Dashes of  Tabasco\xae Sauce', None)]"
,,Belle Melon,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Melon Liqueur', 'oz.'), (u'1/2', u'Vodka', 'oz.'), (u'1', u'Cream / Half & Half', 'oz.')]"
,,Bellini,,"Pour peach juice or peach nectar, lemon juice and grenadine into a champagne flute. Fill it with champagne.","[(u'3', u'Peach Nectar', 'oz.'), (None, u'Splash of  Lemon Juice', None), (None, u'Splash of  Grenadine', None), (None, u'  Champagne', None)]"
,,Bee's Knees,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Rum (Light)', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'1 1/2', u'Honey', 'tsp.')]"
,,Bee Stinger,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Blackberry Brandy', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (White)', 'oz.')]"
,,Bedroom Farce,,"Pour dark rum, bourbon and Galliano into an Irish coffee mug. Fill it with hot chocolate.","[(u'1', u'Rum (Dark)', 'oz.'), (u'1/2', u'Bourbon', 'oz.'), (u'1/4', u'Galliano\xae Liqueur', 'oz.'), (None, u'  Hot Chocolate', None)]"
,,Bee's Kiss,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Rum (Light)', 'oz.'), (u'1', u'Cream / Half & Half', 'oz.'), (u'1 1/2', u'Honey', 'tsp.')]"
,,Beam Me Up Scotty,,"In layers, pour the coffee liqueur then the banana liqueur and finally the Irish cream.","[(u'1/2', u'Coffee Liqueur', 'oz.'), (u'1/2', u'Banana Liqueur', 'oz.'), (u'1/2', u'Irish Cream', 'oz.')]"
,,Beautiful,,Pour all ingredients into a snifter glass.,"[(u'1', u'Cognac', 'oz.'), (u'1', u'Grand Marnier\xae Orange Liqueur', 'oz.')]"
,,Beauty Spot Cocktail,,Pour grenadine into a chilled martini glass. Pour the remaining ingredients into a shaker with ice. Shake and strain into the martini glass.,"[(u'1', u'Gin', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.'), (None, u'Splash of  Orange Juice', None), (None, u'Splash of  Grenadine', None)]"
,,Beansy's Battleground,,Pour all ingredients into a shaker with ice. Shake and pour into an old-fashioned glass.,"[(u'1 1/2', u'Vermouth (Sweet)', 'oz.'), (u'1', u'Brandy', 'oz.'), (u'1/2', u'Peppermint Schnapps', 'oz.'), (None, u'Splash of  Pernod\xae', None), (None, u'Dash of  Bitters', None)]"
,,Beals Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Scotch Whisky', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.')]"
,,Beam Me Up,,Pour Jim Beam and amaretto into a glass with ice. Fill it with cola.,"[(u'1', u'Jim Beam\xae Bourbon', 'oz.'), (u'1', u'Amaretto', 'oz.'), (None, u'  Cola', None)]"
,,Beadler To The Front,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Rum (Dark)', 'oz.'), (u'1/2', u'Pernod\xae', 'oz.'), (u'1/2', u'Banana Liqueur', 'oz.'), (None, u'2 Dashes of  Bitters', None)]"
,,Beadlestone Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Scotch Whisky', 'oz.'), (u'1 1/2', u'Vermouth (Dry)', 'oz.')]"
,,Beach Blanket Bingo,,Pour cranberry juice and grape juice into a glass with ice. Fill it with club soda.,"[(u'3', u'Cranberry Juice', 'oz.'), (u'3', u'Grape Juice', 'oz.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Beachcomber,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1/2', u'Grenadine', 'oz.'), (u'1', u'Sweet & Sour Mix', 'oz.')]"
,,Beachcomber #2,,Rub rim of a chilled martini glass with a lime and dip it into sugar. Pour all ingredients into a shaker with ice. Shake and strain into the martini glass.,"[(u'2', u'Rum (Light)', 'oz.'), (u'1/4', u'Maraschino Cherries', 'oz.'), (u'1/4', u'Cherry Brandy', 'oz.'), (u'1/2', u'Lime Juice', 'oz.')]"
,,Beach Bum's Cooler,,Blend all ingredients. Pour into a Collins glass.,"[(u'1', u'Rum (Light)', 'oz.'), (u'1 1/2', u'Irish Cream', 'oz.'), (u'1/2', u'Banana Liqueur', 'oz.'), (u'2', u'Pi\xf1a Colada Mix', 'oz.'), (None, u'1/2  Banana', None), (None, u'2 Scoops of  Vanilla Ice Cream', None), (u'1/2', u'Cream / Half & Half', 'oz.')]"
,,Bazooka,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1', u'Southern Comfort\xae', 'oz.'), (u'1', u'Banana Liqueur', 'oz.'), (None, u'Splash of  Cream / Half & Half', None), (None, u'Splash of  Grenadine', None)]"
,,Bay City Bomber,,Blend all ingredients with ice except the 151-proof rum. Pour into a Collins glass. Add the float of 151-proof rum.,"[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Gin', 'oz.'), (u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1/2', u'Tequila', 'oz.'), (u'1', u'Orange Juice', 'oz.'), (u'1', u'Pineapple Juice', 'oz.'), (u'1', u'Cranberry Juice', 'oz.'), (u'1', u'Sweet & Sour Mix', 'oz.'), (None, u'Float of  Rum (151-Proof)', None)]"
,,Batman Cocktail,,Pour orange juice into a glass with ice. Fill it with club soda. Add the splash of grenadine.,"[(u'6', u'Orange Juice', 'oz.'), (None, u'  Club Soda / Carbonated Water', None), (None, u'Splash of  Grenadine', None)]"
,,Bay Beach,,"Pour the peach schnapps, melon liqueur and amaretto into a glass with ice. Fill it with equal parts of cranberry juice and orange juice.","[(u'1', u'Peach Schnapps', 'oz.'), (u'1', u'Melon Liqueur', 'oz.'), (u'1', u'Amaretto', 'oz.'), (None, u'  Cranberry Juice', None), (None, u'  Orange Juice', None)]"
,,Bay Breeze,,Pour vodka into a glass with ice and fill it with half of cranberry juice and half of pineapple juice.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Cranberry Juice', None), (None, u'  Pineapple Juice', None)]"
,,Bazooka Joe,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1/2', u'Irish Cream', 'oz.'), (u'1/2', u'Banana Liqueur', 'oz.'), (u'1/2', u'Blue Curacao', 'oz.')]"
,,Bay Horse,,Pour all ingredients into an old fashioned glass with ice.,"[(u'1 1/2', u'Whiskey', 'oz.'), (u'1/2', u'Pernod\xae', 'oz.'), (u'1/2', u'Cr\xe8me de Cacao (Dark)', 'oz.'), (u'1', u'Cream / Half & Half', 'oz.')]"
,,Batida,,"Pour cachaca, condensed milk, passion fruit puree or any other desired fruit puree and simple syrup into a blender with ice. Blend until smooth and pour into a glass.","[(u'2', u'Cachaca', 'oz.'), (u'1', u'Milk', 'oz.'), (u'4', u'Passion Fruit Puree', 'oz.'), (u'1/2', u'Simple Syrup', 'oz.')]"
,,Barrow Blues,,Pour all ingredients into a shaker with ice. Shake and pour into an old-fashioned glass.,"[(u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Rum (A\xf1ejo)', 'oz.'), (u'1', u'Blue Curacao', 'oz.'), (u'1 1/2', u'Pineapple Juice', 'oz.'), (u'1/2', u'Cream of Coconut', 'oz.')]"
,,Basic Bill,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Rum (A\xf1ejo)', 'oz.'), (u'1/2', u'Dubonnet', 'oz.'), (u'1/2', u'Grand Marnier\xae Orange Liqueur', 'oz.'), (None, u'2 Dashes of  Bitters', None)]"
,,Barrier Breaker,,"Pour dark rum, Galliano and dark creme de cacao into an Irish coffee mug with crushed ice. Fill it with cold coffee.","[(u'1 1/2', u'Rum (Dark)', 'oz.'), (u'1/2', u'Galliano\xae Liqueur', 'oz.'), (u'1/4', u'Cr\xe8me de Cacao (Dark)', 'oz.'), (None, u'  Hot Coffee', None)]"
,,Bart Simpson #2,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1/2', u'Crown Royal\xae Canadian Whisky', 'oz.'), (u'1/2', u'Amaretto', 'oz.'), (u'1/2', u'Peach Schnapps', 'oz.'), (None, u'Splash of  Cranberry Juice', None)]"
,,Basin Street,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Bourbon', 'oz.'), (u'1', u'Triple Sec', 'oz.'), (u'1', u'Lemon Juice', 'oz.')]"
,,Bart Simpson,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Coconut Rum', 'oz.'), (u'1', u'Melon Liqueur', 'oz.')]"
,,Bartender's Root Beer,,Pour coffee liqueur and the Galliano into a glass with ice. Add the cola and the club soda.,"[(u'1', u'Coffee Liqueur', 'oz.'), (u'1/2', u'Galliano\xae Liqueur', 'oz.'), (u'3', u'Cola', 'oz.'), (u'1', u'Club Soda / Carbonated Water', 'oz.')]"
,,Barracuda,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Southern Comfort\xae', 'oz.'), (u'1', u'Triple Sec', 'oz.')]"
,,Barney On Acid,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1/2', u'J\xe4germeister\xae', 'oz.'), (u'1/2', u'Blue Curacao', 'oz.'), (None, u'Splash of  Cranberry Juice', None)]"
,,Barracuda #2,,"Pour rum, Galliano, lime juice and pineapple juice into a glass with ice. Fill it with champagne. Add the splash of grenadine if desired.","[(u'2', u'Rum (Light)', 'oz.'), (u'1/2', u'Galliano\xae Liqueur', 'oz.'), (u'1/2', u'Lime Juice', 'oz.'), (u'2', u'Pineapple Juice', 'oz.'), (None, u'  Champagne', None), (None, u'Splash of  Grenadine', None)]"
,,Barbossa,,Pour Captain Morgan Tattoo into a glass with ice. Fill it with cranberry juice.,"[(u'2', u'Captain Morgan\xae Tattoo Rum', 'oz.'), (u'4', u'Cranberry Juice', 'oz.')]"
,,Baron Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (None, u'Splash of  Vermouth (Sweet)', None)]"
,,Barnstormer,,Pour all ingredients into an old-fashioned glass with ice.,"[(u'1 1/2', u'Canadian Whisky', 'oz.'), (u'1/2', u'Peppermint Schnapps', 'oz.'), (None, u'Splash of  Cr\xe8me de Cacao (Dark)', None), (None, u'Splash of  Cr\xe8me de Cacao (White)', None), (u'1/2', u'Lemon Juice', 'oz.')]"
,,Barbie Shot,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Coconut Rum', 'oz.'), (u'1/2', u'Cranberry Juice', 'oz.'), (u'1/2', u'Orange Juice', 'oz.')]"
,,Barbary Coast,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1/2', u'Gin', 'oz.'), (u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Scotch Whisky', 'oz.'), (u'1/2', u'Cr\xe8me de Cacao (White)', 'oz.'), (u'1/2', u'Cream / Half & Half', 'oz.')]"
,,Banff Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Canadian Whisky', 'oz.'), (u'1/2', u'Grand Marnier\xae Orange Liqueur', 'oz.'), (u'1/2', u'Kirschwasser', 'oz.'), (None, u'Dash of  Bitters', None)]"
,,Bananas And Cream,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1', u'Coffee Liqueur', 'oz.'), (u'1', u'Irish Cream', 'oz.'), (u'1', u'Banana Liqueur', 'oz.')]"
,,Bannister,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1', u'Apple Brandy', 'oz.'), (u'1/4', u'Pernod\xae', 'oz.'), (None, u'Splash of  Grenadine', None)]"
,,Banshee,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Banana Liqueur', 'oz.'), (u'1/2', u'Cr\xe8me de Cacao (White)', 'oz.'), (u'1/2', u'Cream / Half & Half', 'oz.')]"
,,Bananarama,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Banana Liqueur', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1', u'Cream / Half & Half', 'oz.'), (None, u'Dash of  Bitters', None)]"
,,Bananalyzer,,Pour vodka and coffee liqueur into a glass with ice. Fill it with equal parts of cola and milk. Add the float of banana liqueur on top.,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Coffee Liqueur', 'oz.'), (None, u'  Cola', None), (None, u'  Milk', None), (None, u'Float of  Banana Liqueur', None)]"
,,Banana Split,,"Pour vodka, banana liqueur, strawberry liqueur and chocolate liqueur into a glass with ice. Fill it with cream or milk.","[(u'1', u'Vanilla Vodka', 'oz.'), (u'1/2', u'Banana Liqueur', 'oz.'), (u'1/2', u'Strawberry Liqueur', 'oz.'), (u'1/2', u'Chocolate Liqueur', 'oz.'), (None, u'  Cream / Half & Half', None)]"
,,Banana Slip,,"In layers, pour the crème de banana into a cordial glass. Then the Irish cream on top.","[(u'1 1/2', u'Banana Liqueur', 'oz.'), (u'1 1/2', u'Irish Cream', 'oz.')]"
,,Banana Cream Pie #2,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Vodka', 'oz.'), (u'3/4', u'Banana Liqueur', 'oz.'), (u'3/4', u'Irish Cream', 'oz.')]"
,,Banana Margarita (Frozen),,Blend all ingredients with ice. Pour into a margarita glass.,"[(u'1 1/2', u'Tequila', 'oz.'), (u'1', u'Banana Liqueur', 'oz.'), (u'2', u'Banana Puree', 'oz.'), (None, u'  Sweet & Sour Mix', None)]"
,,Banana Margarita,,Pour tequila and banana liqueur into a glass with ice. Fill it with sweet and sour mix or margarita mix.,"[(u'1 1/2', u'Tequila', 'oz.'), (u'1', u'Banana Liqueur', 'oz.'), (None, u'  Sweet & Sour Mix', None)]"
,,Banana Foster,,Blend all ingredients. Pour into a brandy snifter.,"[(u'1 1/2', u'Rum (Spiced)', 'oz.'), (u'1/2', u'Banana Liqueur', 'oz.'), (None, u'2 Scoops of  Vanilla Ice Cream', None), (None, u'1  Banana', None)]"
,,Banana Rum Cream,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Rum (Dark)', 'oz.'), (u'1/2', u'Banana Liqueur', 'oz.'), (u'1', u'Cream / Half & Half', 'oz.')]"
,,Banana Punch,,"Pour vodka, brandy and lime juice into a glass with ice. Fill it with club soda.","[(u'2', u'Vodka', 'oz.'), (u'1/2', u'Apricot Brandy', 'oz.'), (None, u'Splash of  Lime Juice', None), (None, u'  Club Soda / Carbonated Water', None)]"
,,Banana Di Amore,,Blend all ingredients with ice. Pour into a wine glass.,"[(u'1', u'Amaretto', 'oz.'), (u'1', u'Banana Liqueur', 'oz.'), (u'2', u'Orange Juice', 'oz.'), (u'1', u'Sweet & Sour Mix', 'oz.')]"
,,Banana Cream,,Pour all ingredients into a blender with ice. Blend until smooth and pour into a glass.,"[(u'1', u'Vodka', 'oz.'), (u'1/2', u'Banana Liqueur', 'oz.'), (u'1/2', u'Irish Cream', 'oz.'), (None, u'1/2  Banana', None), (None, u'1 Scoop of  Vanilla Ice Cream', None)]"
,,Banana Cream Pie,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'3/4', u'Vodka', 'oz.'), (u'3/4', u'Banana Liqueur', 'oz.'), (u'3/4', u'Cr\xe8me de Cacao (White)', 'oz.'), (u'3/4', u'Cream / Half & Half', 'oz.')]"
,,Banana Boat,,Pour coconut rum and banana liqueur into a glass with ice. Fill it with pineapple juice.,"[(u'1', u'Coconut Rum', 'oz.'), (u'1', u'Banana Liqueur', 'oz.'), (None, u'  Pineapple Juice', None)]"
,,Banana Cow,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Rum (Light)', 'oz.'), (u'1', u'Banana Liqueur', 'oz.'), (u'1 1/2', u'Cream / Half & Half', 'oz.'), (None, u'Splash of  Grenadine', None)]"
,,Bamboo Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Sherry (Dry)', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (None, u'Dash of  Orange Bitters', None)]"
,,Banana Colada,,Pour all ingredients into a blender with ice. Blend until smooth and pour into a glass.,"[(u'2', u'Rum (Light)', 'oz.'), (u'1/2', u'Banana Liqueur', 'oz.'), (None, u'1/2  Banana', None), (u'4', u'Pi\xf1a Colada Mix', 'oz.'), (None, u'Splash of  Pineapple Juice', None)]"
,,Banana Bracer,,Blend all ingredients with ice. Pour into a collins glass.,"[(None, u'1  Banana', None), (u'3', u'Milk', 'oz.'), (u'1', u'Pineapple Juice', 'oz.'), (u'1', u'Cream of Coconut', 'oz.')]"
,,Baltimore Eggnog,,Combine all ingredients in a punch bowl and serve.,"[(None, u'4 Cups  Eggnog', None), (u'5', u'Brandy', 'oz.'), (u'5', u'Rum (Dark)', 'oz.'), (u'5', u'Madeira', 'oz.')]"
,,Baileys And Coffee,,Pour the Baileys Irish cream into an Irish coffee mug. Fill it with coffee. Add whipped cream on top.,"[(u'2', u'Irish Cream', 'oz.'), (None, u'  Hot Coffee', None)]"
,,Baltimore Bracer,,"Pour brandy, anisette and an egg white into a shaker with ice. Shake and strain into a chilled martini glass.","[(u'2', u'Brandy', 'oz.'), (u'1', u'Anisette', 'oz.'), (None, u'1  Egg', None)]"
,,Balmoral,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Scotch Whisky', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (None, u'2 Dashes of  Bitters', None)]"
,,Balanchine's Belle,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Dubonnet', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.')]"
,,Bailey's Comet,,"In layers, pour the Irish cream then the Goldschläger and finally the 151-proof rum. Light it on fire and sprinkle the cinnamon on top of the flames.","[(u'1/2', u'Irish Cream', 'oz.'), (u'1/2', u'Goldschl\xe4ger\xae Cinnamon Schnapps', 'oz.'), (None, u'Float of  Rum (151-Proof)', None)]"
,,Bahama Mama Sunrise,,Pour the dark and spiced rum into a glass with ice. Fill it with half of pineapple juice and half of orange juice. Add the dash of grenadine on top.,"[(u'1', u'Rum (Dark)', 'oz.'), (u'1', u'Rum (Spiced)', 'oz.'), (None, u'  Pineapple Juice', None), (None, u'  Orange Juice', None), (None, u'Dash of  Grenadine', None)]"
,,Balalaika,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1', u'Sweet & Sour Mix', 'oz.')]"
,,Bahama Mama #2,,Pour all rums and the coffee liqueur into a glass with ice. Add the lemon juice and fill it with the pineapple juice.,"[(u'1/2', u'Rum (Dark)', 'oz.'), (u'1/2', u'Coconut Rum', 'oz.'), (u'1/4', u'Rum (151-Proof)', 'oz.'), (u'1/4', u'Coffee Liqueur', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (None, u'  Pineapple Juice', None)]"
,,Bahama Mama,,Pour all the rums into a glass with ice. Fill the glass with equal parts of the juices. Add the dash of grenadine on top.,"[(u'1', u'Rum (Light)', 'oz.'), (u'1', u'Rum (Dark)', 'oz.'), (u'1', u'Rum (Spiced)', 'oz.'), (None, u'  Sweet & Sour Mix', None), (None, u'  Orange Juice', None), (None, u'  Pineapple Juice', None), (None, u'Dash of  Grenadine', None)]"
,,Backdraft #2,,Pour amaretto and 151 proof rum into a brandy snifter and light.,"[(u'1', u'Amaretto', 'oz.'), (u'1', u'Rum (151-Proof)', 'oz.')]"
