rating,num_reviews,name,tags,url,ingredients,directions
,,Dr. Pepper From Hell,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1699,"[(None, u'1/2 Shot of  Amaretto', None), (None, u'1/2 Shot of  Rum (151-Proof)', None), (None, u'  Beer', None), (None, u'  Cola', None)]",Pour amaretto and the 151-proof rum into a shot glass. Fill 3/4 of a beer mug with equal parts of beer and cola. Drop the shot into the beer mug.
,,Dreamy Monkey,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1445,"[(u'1', u'Vodka', 'oz.'), (u'1/2', u'Banana Liqueur', 'oz.'), (u'1/2', u'Cr\xe8me de Cacao (White)', 'oz.'), (None, u'1/2  Banana', None), (None, u'2 Scoops of  Vanilla Ice Cream', None), (u'1', u'Cream / Half & Half', 'oz.')]",Blend all ingredients. Pour into a Collins glass.
,,Dr. Jack #2,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1996,"[(u'2', u'Yukon Jack\xae Whiskey', 'oz.'), (None, u'  Dr. Pepper\xae', None)]",Pour Yukon Jack into a glass with ice. Fill it with Dr. Pepper.
,,Dr. Pepper,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=135,"[(None, u'  Beer', None), (None, u'  Cola', None), (None, u'1 Shot  Amaretto', None)]",Fill 3/4 of a beer mug with equal parts of beer and cola. Drop the shot of amaretto.
,,Dr. Morgan,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1994,"[(u'2', u'Rum (Spiced)', 'oz.'), (None, u'  Dr. Pepper\xae', None)]",Pour spiced rum into a glass with ice. Fill it with Dr. Pepper.
,,Dr. Jack,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1995,"[(u'2', u""Jack Daniel's\xae Tennessee Whiskey"", 'oz.'), (None, u'  Dr. Pepper\xae', None)]",Pour Jack Daniels into a glass with ice. Fill it with Dr. Pepper.
,,Doyles' Deliberation,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2431,"[(u'2', u'Vodka', 'oz.'), (u'1/2', u'Melon Liqueur', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Down Under,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1696,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Brandy', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1/2', u'Cr\xe8me de Cassis', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Downsider,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2399,"[(u'1 1/2', u'Tequila', 'oz.'), (u'1/2', u'Banana Liqueur', 'oz.'), (u'1/2', u'Galliano\xae Liqueur', 'oz.'), (u'1/2', u'Cream / Half & Half', 'oz.'), (None, u'Splash of  Lemon Juice', None), (None, u'Splash of  Grenadine', None), (None, u'Dash of  Bitters', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Douglas Town,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2616,"[(u'2', u'Coffee Liqueur', 'oz.'), (u'1', u'Tequila', 'oz.'), (u'1/2', u'Lime Juice', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Double Standard Sour,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=398,"[(u'1', u'Whiskey', 'oz.'), (u'1', u'Gin', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (None, u'Splash of  Grenadine', None), (u'1/2', u'Sugar', 'tsp.')]",Pour all ingredients into a shaker with ice. Shake and strain into a sour glass.
,,Doublemint,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1495,"[(u'2', u'Peppermint Schnapps', 'oz.'), (None, u'  Hot Coffee', None), (None, u'Float of  Cr\xe8me de Menthe (Green)', None)]",Pour the peppermint schnapps into an Irish coffee mug. Fill it with hot coffee. Top with whipped cream. Add the green creme de menthe on top.
,,Dixie Whiskey Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=378,"[(u'2', u'Bourbon', 'oz.'), (None, u'Splash of  Cr\xe8me de Menthe (White)', None), (None, u'Splash of  Triple Sec', None), (None, u'Dash of  Bitters', None), (u'1/2', u'Sugar', 'tsp.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Doctor Dawson,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2397,"[(u'2', u'Tequila', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.'), (None, u'Dash of  Bitters', None), (None, u'1  Egg', None), (None, u'  Club Soda / Carbonated Water', None)]","Pour tequila, lemon juice, sugar, bitters and an egg into a shaker with ice. Shake and pour into a glass. Fill it with club soda."
,,Dog's Nose,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1695,"[(u'2', u'Gin', 'oz.'), (None, u'  Beer', None)]",Pour gin into a beer mug. Fill it with beer.
,,Doralto,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2398,"[(u'1 1/2', u'Tequila', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.'), (None, u'Dash of  Bitters', None), (None, u'  Tonic Water', None)]","Pour tequila, lemon juice, sugar and bitters into a shaker with ice. Shake and pour into a glass. Fill it with tonic water."
,,Dixie Stinger,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2166,"[(u'1 1/2', u'Bourbon', 'oz.'), (u'1/2', u'Southern Comfort\xae', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (White)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Dixie Julep,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=377,"[(u'2 1/2', u'Bourbon', 'oz.'), (u'1', u'Sugar', 'tsp.')]",Put sugar and bourbon into a collins glass. Fill with crushed ice and stir.
,,Dixie Dew,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2165,"[(u'2', u'Bourbon', 'oz.'), (None, u'Splash of  Cr\xe8me de Menthe (White)', None), (None, u'Splash of  Triple Sec', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Dixie Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=386,"[(u'1', u'Gin', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Anisette', None), (u'1/2', u'Orange Juice', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Dirty Mother,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=45,"[(u'1 1/2', u'Brandy', 'oz.'), (u'1/2', u'Coffee Liqueur', 'oz.')]",Pour ingredients into a glass with ice.
,,Dirty White Mother,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=46,"[(u'1 1/2', u'Brandy', 'oz.'), (u'1/2', u'Coffee Liqueur', 'oz.'), (None, u'Float of  Cream / Half & Half', None)]",Pour the brandy and coffee liqueur into a glass with ice. Add the float of cream.
,,Dirty Martini,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=207,"[(u'3 1/2', u'Vodka', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Olive Juice', None)]",Pour vodka or gin and the vermouth into a shaker with ice. Stir to chill the contents. Strain into a chilled martini glass.
,,Dirty Dick's Downfall,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2206,"[(u'2', u'Gin', 'oz.'), (u'1/2', u'Campari\xae', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Dirty Bloody Martini,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1690,"[(u'2', u'Vodka', 'oz.'), (u'1', u'Clamato Juice', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Olive Juice', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Dinah Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=397,"[(u'1 1/2', u'Whiskey', 'oz.'), (u'1/4', u'Lemon Juice', 'oz.'), (u'1/2', u'Sugar', 'tsp.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Dirty Girl Scout,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1692,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Coffee Liqueur', 'oz.'), (u'1', u'Irish Cream', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (Green)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into an old fashioned glass with ice.
,,Dingo,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=395,"[(u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Amaretto', 'oz.'), (u'1/2', u'Southern Comfort\xae', 'oz.'), (u'2', u'Sweet & Sour Mix', 'oz.'), (u'2', u'Orange Juice', 'oz.'), (None, u'Splash of  Grenadine', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a highball glass with ice.
,,Diplomat,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=399,"[(u'1 1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.'), (None, u'2 Dashes of  Bitters', None), (None, u'Splash of  Maraschino Liqueur', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Dirty Dog,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1693,"[(u'2', u'Vodka', 'oz.'), (None, u'  Grapefruit Juice', None), (None, u'3 Dashes of  Bitters', None)]",Pour vodka into a glass with ice. Fill it with grapefruit juice. Add 3 dashes of bitters.
,,Dickie Ward,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2366,"[(u'2', u'Scotch Whisky', 'oz.'), (None, u'Dash of  Bitters', None), (None, u'  Ginger Ale', None)]",Pour Scotch and bitters into a glass with ice. Fill it with ginger ale.
,,Dianne On The Tower,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2286,"[(u'2', u'Rum (Light)', 'oz.'), (u'1/2', u'Bourbon', 'oz.'), (None, u'Splash of  Cr\xe8me de Cacao (Dark)', None), (None, u'Splash of  Cherry Brandy', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Devil's Tail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1443,"[(u'1 1/2', u'Rum (Light)', 'oz.'), (u'1', u'Vodka', 'oz.'), (u'1/4', u'Apricot Brandy', 'oz.'), (None, u'Splash of  Lime Juice', None), (None, u'Splash of  Grenadine', None)]",Blend all ingredients with ice. Pour into a champagne flute.
,,Desert Sunrise,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=396,"[(u'2', u'Vodka', 'oz.'), (None, u'  Orange Juice', None), (None, u'  Pineapple Juice', None), (None, u'Splash of  Grenadine', None)]",Pour vodka into a glass with crushed ice. Fill it with equal parts of orange juice and pineapple juice. Top it with grenadine.
,,Diamond Fizz,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=385,"[(u'2', u'Gin', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.'), (None, u'  Champagne', None)]",Pour all ingredients except champagne into a shaker with ice. Shake and strain into a highball glass with two ice cubes. Fill with champagne and stir.
,,Diana Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=392,"[(u'2', u'Cr\xe8me de Menthe (White)', 'oz.'), (u'1/2', u'Brandy', 'oz.')]",Pour the white crème de menthe into a snifter glass with ice. Float brandy on top.
,,Desert Shield,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2430,"[(u'2', u'Vodka', 'oz.'), (u'1/2', u'Cranberry Liqueur', 'oz.'), (None, u'  Cranberry Juice', None)]",Pour vodka and cranberry liqueur into a glass with ice. Fill it with cranberry juice.
,,Di Amore Dream,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1444,"[(u'1 1/2', u'Amaretto', 'oz.'), (u'1', u'Cr\xe8me de Cacao (White)', 'oz.'), (u'2', u'Orange Juice', 'oz.'), (None, u'2 Scoops of  Vanilla Ice Cream', None)]",Blend all ingredients with ice. Pour into a Collins glass.
,,Desert Rose,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1213,"[(u'2', u'Tequila', 'oz.'), (u'1/2', u'Orange Juice', 'oz.'), (u'1/4', u'Lemon Juice', 'oz.'), (u'1/4', u'Lime Juice', 'oz.'), (u'1/4', u'Grenadine', 'oz.'), (None, u'Dash of  Bitters', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Derby Daiquiri,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=394,"[(u'1 1/2', u'Rum (Light)', 'oz.'), (u'1', u'Orange Juice', 'oz.'), (None, u'Splash of  Lime Juice', None), (u'1', u'Sugar', 'tsp.')]",Blend all ingredients with half a cup of ice. Pour into a champagne flute.
,,Depth Charge,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=391,"[(None, u'1 Shot  Peppermint Schnapps', None), (None, u'  Beer', None)]",Drop the shot of schnapps into a glass with half full of beer.
,,Delmonico #1,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=382,"[(u'3/4', u'Gin', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.'), (u'1/2', u'Brandy', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Depth Bomb,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=389,"[(u'1', u'Apple Brandy', 'oz.'), (u'1', u'Brandy', 'oz.'), (None, u'Splash of  Lemon Juice', None), (None, u'Splash of  Grenadine', None)]",Pour all ingredients into a shaker with ice. Shake and strain into an old-fashioned glass with ice.
,,Dempsey Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=384,"[(u'1', u'Gin', 'oz.'), (u'1', u'Apple Brandy', 'oz.'), (None, u'Splash of  Anisette', None), (None, u'Splash of  Grenadine', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Delmonico #2,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=383,"[(u'1 1/2', u'Gin', 'oz.'), (u'1', u'Vermouth (Dry)', 'oz.'), (None, u'Dash of  Bitters', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,"Deep, Dark Secret",,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2284,"[(u'1 1/2', u'Rum (Dark)', 'oz.'), (u'1/2', u'Rum (A\xf1ejo)', 'oz.'), (u'1/2', u'Coffee Liqueur', 'oz.'), (u'1/2', u'Cream / Half & Half', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Deep Sea Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=381,"[(u'1', u'Gin', 'oz.'), (u'1', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Anisette', None), (None, u'Dash of  Orange Bitters', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Deauville Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=388,"[(u'1/2', u'Brandy', 'oz.'), (u'1/2', u'Apple Brandy', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1/4', u'Lemon Juice', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,DeRosier's 19th Hole,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2654,"[(u'1', u'Rum (A\xf1ejo)', 'oz.'), (u'1/2', u'Bourbon', 'oz.'), (u'1/4', u'Cr\xe8me de Cacao (Dark)', 'oz.'), (u'1/4', u'Drambuie\xae', 'oz.'), (None, u'  Hot Coffee', None)]","Pour rum, bourbon, dark crème de cacao and Drambuie into an Irish coffee mug. Fill it with hot coffee."
,,Death By Chocolate,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1442,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Irish Cream', 'oz.'), (u'1/2', u'Cr\xe8me de Cacao (Dark)', 'oz.'), (None, u'1 Scoop of  Chocolate Ice Cream', None)]",Blend all ingredients. Pour into a highball glass.
,,DeRosier,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2285,"[(u'1', u'Rum (A\xf1ejo)', 'oz.'), (u'1/2', u'Bourbon', 'oz.'), (u'1/2', u'Cr\xe8me de Cacao (Dark)', 'oz.'), (u'1/2', u'Cherry Brandy', 'oz.'), (u'1', u'Cream / Half & Half', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Deanne,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2429,"[(u'1', u'Vodka', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.'), (u'1/2', u'Triple Sec', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,DayQuil,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1167,"[(u'1/2', u'Crown Royal\xae Canadian Whisky', 'oz.'), (u'1/2', u'Midori\xae Melon Liqueur', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1/2', u'Rum (Light)', 'oz.'), (None, u'Splash of  Cranberry Juice', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.
,,Death In The Afternoon,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1689,"[(u'1', u'Absinthe', 'oz.'), (None, u'  Champagne', None)]",Pour absinthe or Pernod into a champagne flute. Fill it with champagne.
,,Darth Vader,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1223,"[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Gin', 'oz.'), (u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1/2', u'Tequila', 'oz.'), (None, u'  Sweet & Sour Mix', None), (None, u'Float of  J\xe4germeister\xae', None)]","Pour the vodka, gin, rum, triple sec and tequila into a glass with ice. Almost fill it with sweet and sour mix. Add the float of Jägermeister on top."
,,Dead Nazi From Hell,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1991,"[(u'1/2', u'J\xe4germeister\xae', 'oz.'), (u'1/2', u'Peppermint Schnapps', 'oz.'), (u'1/2', u'Vodka', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.
,,Dark And Stormy,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1688,"[(u'2', u'Rum (Dark)', 'oz.'), (None, u'  Ginger Ale', None)]",Pour dark rum into a glass with ice. Fill it with ginger ale.
,,Daring Dylan,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2396,"[(u'2', u'Tequila', 'oz.'), (u'1', u'Coffee Liqueur', 'oz.'), (None, u'  Hot Chocolate', None)]",Pour tequila and coffee liqueur into an Irish coffee mug with crushed ice. Fill it with Mexican hot chocolate.
,,Darb Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=380,"[(u'1', u'Gin', 'oz.'), (u'1', u'Apricot Brandy', 'oz.'), (u'1', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Lemon Juice', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Danish Mary,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1550,"[(u'2', u'Akvavit', 'oz.'), (None, u'3 Drops of  Worcestershire Sauce', None), (None, u'3 Drops of  Tabasco\xae Sauce', None), (u'1', u'Horseradish Sauce', 'tsp.'), (None, u'Dash of  Lime Juice', None), (None, u'  Tomato Juice', None)]","Pour akvavit into a salted glass with ice. Add the Worcestershire sauce, Tabasco sauce and lime juice. Fill the glass with tomato juice or Bloody Mary mix."
,,Dead Nazi,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=44,"[(u'1', u'J\xe4germeister\xae', 'oz.'), (u'1', u'Peppermint Schnapps', 'oz.')]",Pour ingredients into a shaker with ice. Shake and strain into a shot glass.
,,Dancin' Bones,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2563,"[(u'1 1/2', u'Vermouth (Dry)', 'oz.'), (u'1/4', u'Gin', 'oz.'), (u'1/4', u'Cherry Brandy', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Cuyahoga Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2562,"[(u'1', u'Gin', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Dance With A Dream,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2187,"[(u'2', u'Brandy', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (None, u'Splash of  Anisette', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Damn The Weather Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=379,"[(u'1', u'Gin', 'oz.'), (None, u'Splash of  Triple Sec', None), (None, u'Splash of  Vermouth (Sweet)', None), (None, u'Splash of  Orange Juice', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Dairy Fire,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1264,"[(u'2', u'Fireball Cinnamon Whisky\xae', 'oz.'), (None, u'  Milk', None)]",Pour whiskey into an Irish coffee mug. Fill it with milk.
,,Damn Your Eyes,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2282,"[(u'1 1/2', u'Rum (A\xf1ejo)', 'oz.'), (u'1/2', u'Dubonnet', 'oz.'), (None, u'Splash of  Vermouth (Dry)', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Daiquiri,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=81,"[(u'2', u'Rum (Light)', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (None, u'  Sweet & Sour Mix', None)]",Pour the rum and triple sec into a glass with ice. Fill it with sweet and sour.
,,Czarina,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2428,"[(u'1', u'Vodka', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Apricot Brandy', 'oz.'), (None, u'Dash of  Bitters', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Cuban Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=837,"[(u'2', u'Rum (Light)', 'oz.'), (u'1/2', u'Lime Juice', 'oz.'), (u'1/2', u'Sugar', 'tsp.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Cucaracha,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1118,"[(u'2', u'Tequila', 'oz.'), (u'1', u'Coffee Liqueur', 'oz.')]",Pour tequila and coffee liqueur into an old-fashioned glass. Flame the drink and use a straw to drink it.
,,Cupid Repellant,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1527,"[(u'3/4', u'Zwack\xae Herbal Liqueur', 'oz.'), (u'3/4', u'Bourbon', 'oz.'), (None, u'Dash of  Lime Juice', None), (u'2', u'Root Beer', 'oz.')]",Pour all ingredients except the root beer into a shaker with ice. Shake and strain into an old fashioned glass with ice. Top with root beer.
,,Cuba Libre,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=96,"[(u'2', u'Rum (Light)', 'oz.'), (None, u'  Cola', None)]",Pour the rum into a glass with ice and fill it with cola. Squeeze the lime wedge and drop it into the glass.
,,Cuban Cocktail #2,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=817,"[(u'1 1/2', u'Brandy', 'oz.'), (u'1/2', u'Apricot Brandy', 'oz.'), (None, u'Splash of  Rum (Light)', None), (None, u'Splash of  Lemon Juice', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Crème De Menthe Frappé,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=820,"[(None, u'  Cr\xe8me de Menthe (Green)', None)]",Put crushed ice into a martini glass. Fill it with green crème de menthe.
,,Crème De Cafè,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=816,"[(u'1', u'Coffee Brandy', 'oz.'), (u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Anisette', 'oz.'), (u'1', u'Cream / Half & Half', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into an old-fashioned glass with ice.
,,Crystal Slipper Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=790,"[(u'1 1/2', u'Gin', 'oz.'), (u'1/2', u'Blue Curacao', 'oz.'), (None, u'2 Dashes of  Orange Bitters', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Crow's Nest,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1415,"[(u'4', u'Orange Juice', 'oz.'), (u'1', u'Cranberry Juice', 'oz.'), (None, u'Splash of  Grenadine', None)]",Pour all ingredients into a shaker with ice. Shake and strain into an old fashioned glass with ice.
,,Crown And Coke,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2110,"[(u'2', u'Crown Royal\xae Canadian Whisky', 'oz.'), (None, u'  Cola', None)]",Pour Crown Royal into a glass with ice. Fill it with cola.
,,Crocodile Cooler,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=845,"[(u'2', u'Citrus Vodka', 'oz.'), (u'1', u'Melon Liqueur', 'oz.'), (u'1', u'Triple Sec', 'oz.'), (u'2 1/2', u'Sweet & Sour Mix', 'oz.'), (None, u'  Lemon-Lime Soda', None)]","Pour vodka, melon liqueur, triple sec and sweet and sour mix into a glass with ice. Fill it with lemon-lime soda."
